Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub,Clustering Coefficient,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
"Gruen, Thomas W","Gruen, Thomas W",,6,6,5,0.361442,0.402085,111.315415,3,0.007036,0.032409,0,0.00048,0,0,0,0,0.060005
"Guest, Duncan","Guest, Duncan",,4,4,5,0.358811,0.398746,73.682367,1,0.006461,0.029762,0,0.000367,0,0,0,0,0.054919
"Haas, Michael","Haas, Michael",,7,7,5,0.398451,0.433869,473.75608,6,0.006506,0.029966,0,0.000584,0,0,0,0,0.058706
"Hahn, M.","Hahn, M.",,5,5,5,0.35451,0.395069,100.639774,3,0.006175,0.028443,0,0.00043,0,0,0,0,0.052577
"Handrich, Matthias","Handrich, Matthias",,4,4,5,0.368881,0.407664,86.987993,1,0.005798,0.026704,0,0.000368,0,0,0,0,0.049893
"Hara, Tatsunori","Hara, Tatsunori",,5,5,5,0.395256,0.430727,176.628084,3,0.007135,0.032866,0,0.000433,0,0,0,0,0.062222
"Harjumaa, Marja","Harjumaa, Marja",,10,10,5,0.419058,0.450155,643.203306,6,0.009606,0.044246,0,0.000737,0,0,0,0,0.084872
"Harmon, R. R.","Harmon, R. R.",,3,3,5,0.358811,0.397901,63.80385,0,0.004328,0.019935,0,0.000315,0,0,0,0,0.038104
"Harrison, J. C.","Harrison, J. C.",,3,3,5,0.389017,0.424655,105.124464,1,0.006359,0.02929,0,0.000316,0,0,0,0,0.055786
"Harrison, Tina","Harrison, Tina",,9,9,5,0.374012,0.414272,284.302492,1,0.007923,0.036492,0,0.00067,0,0,0,0,0.068792
"Hartley, S.","Hartley, S.",,3,3,5,0.348659,0.388447,168.704386,1,0.00454,0.020914,0,0.000343,0,0,0,0,0.038699
"Hartline, Michael D","Hartline, Michael D",,8,8,5,0.404998,0.439293,432.393643,1,0.009433,0.043449,0,0.00062,0,0,0,0,0.082087
"Harvey, Michael G","Harvey, Michael G",,6,6,5,0.382229,0.420203,204.386226,1,0.006957,0.032043,0,0.000493,0,0,0,0,0.060485
"Heidenreich, Sven","Heidenreich, Sven",,4,4,5,0.368881,0.407664,86.987993,1,0.005798,0.026704,0,0.000368,0,0,0,0,0.049893
"Heikkilä, J.","Heikkilä, J.",,7,7,5,0.390043,0.427106,435.508907,3,0.006585,0.030334,0,0.000585,0,0,0,0,0.058072
"Heikkilä, M.","Heikkilä, M.",,7,7,5,0.390043,0.427106,435.508907,3,0.006585,0.030334,0,0.000585,0,0,0,0,0.058072
"Helkkula, Anu","Helkkula, Anu",,6,6,5,0.40061,0.435207,271.044464,1,0.008741,0.040262,0,0.000494,0,0,0,0,0.075534
"Hernandez-Ortega, Blanca","Hernandez-Ortega, Blanca",,6,6,5,0.380019,0.418104,247.695466,5,0.007929,0.036523,0,0.00049,0,0,0,0,0.06855
"Hidalgo, Antonio","Hidalgo, Antonio",,5,5,5,0.401153,0.434883,259.909613,1,0.006793,0.03129,0,0.000444,0,0,0,0,0.06037
"Hilton, Chadwick B","Hilton, Chadwick B",,6,6,5,0.382229,0.420203,204.386226,1,0.006957,0.032043,0,0.000493,0,0,0,0,0.060485
"Hindman, Dustin","Hindman, Dustin",,5,5,5,0.381736,0.419527,211.423036,1,0.005821,0.026811,0,0.000453,0,0,0,0,0.051264
"Hinsch, M. E.","Hinsch, M. E.",,5,5,5,0.398988,0.433192,244.071338,1,0.007131,0.032845,0,0.000441,0,0,0,0,0.063374
"Hjalmarsson, A.","Hjalmarsson, A.",,7,7,5,0.363441,0.403452,352.125988,6,0.004858,0.022374,0,0.000578,0,0,0,0,0.043722
"Hofacker, Charles F","Hofacker, Charles F",,5,5,5,0.368192,0.40758,107.814295,1,0.005967,0.027485,0,0.000427,0,0,0,0,0.051689
"Hofemann, S.","Hofemann, S.",,4,4,5,0.357294,0.39707,75.885816,3,0.005315,0.024481,0,0.000368,0,0,0,0,0.045653
"Hofer, Katharina Maria","Hofer, Katharina Maria",,8,8,5,0.41699,0.447675,475.818463,1,0.009305,0.042859,0,0.000623,0,0,0,0,0.082671
"Hofman, Erwin","Hofman, Erwin",,8,8,5,0.371896,0.412017,227.572981,5,0.00673,0.030998,0,0.000608,0,0,0,0,0.058692
"Hofmann, S.","Hofmann, S.",,3,3,5,0.384966,0.421274,112.838524,1,0.005599,0.025788,0,0.000321,0,0,0,0,0.049132
"Hofstetter, Joerg S","Hofstetter, Joerg S",,6,6,5,0.361442,0.402085,111.315415,3,0.007036,0.032409,0,0.00048,0,0,0,0,0.060005
"Holmlid, Stefan","Holmlid, Stefan",,7,7,5,0.405276,0.439152,289.732771,3,0.008896,0.040976,0,0.000547,0,0,0,0,0.077072
"Holmqvist, Jonas","Holmqvist, Jonas",,4,4,5,0.358811,0.398746,73.682367,1,0.006461,0.029762,0,0.000367,0,0,0,0,0.054919
"Holmström, J.","Holmström, J.",,6,6,5,0.410052,0.442096,402.340213,5,0.007901,0.036393,0,0.000504,0,0,0,0,0.069847
"Hong, P. C.","Hong, P. C.",,6,6,5,0.398988,0.433742,333.99867,3,0.008662,0.039898,0,0.000495,0,0,0,0,0.075102
"Hong, Seunghye","Hong, Seunghye",,6,6,5,0.351143,0.391448,386.051014,1,0.004046,0.018637,0,0.000542,0,0,0,0,0.03625
"Hongting, T.","Hongting, T.",,4,4,5,0.387742,0.424148,131.517438,1,0.006194,0.028532,0,0.000378,0,0,0,0,0.054459
"Hsiao, Li-Chun","Hsiao, Li-Chun",,6,6,5,0.391074,0.427402,254.198639,3,0.008075,0.037192,0,0.00049,0,0,0,0,0.069713
"Hsiao, P.-I.","Hsiao, P.-I.",,4,4,5,0.387742,0.424049,116.518168,1,0.006427,0.029603,0,0.000376,0,0,0,0,0.05629
"Hsieh, Pei-Hung","Hsieh, Pei-Hung",,5,5,5,0.395256,0.430826,241.656217,3,0.008537,0.03932,0,0.00043,0,0,0,0,0.073412
"Hsieh, Pei-Shan","Hsieh, Pei-Shan",,8,8,5,0.410907,0.443336,596.156262,1,0.007898,0.036381,0,0.000627,0,0,0,0,0.071304
"Hsieh, Yen-Hao","Hsieh, Yen-Hao",,6,6,5,0.401425,0.435742,319.742778,1,0.008555,0.039407,0,0.000496,0,0,0,0,0.074262
"Hsu, Cheng","Hsu, Cheng",,3,3,5,0.367505,0.40634,59.926804,3,0.005927,0.027298,0,0.000307,0,0,0,0,0.050397
"Hsuan, Juliana","Hsuan, Juliana",,7,7,5,0.407229,0.440434,387.031095,3,0.00781,0.035974,0,0.000568,0,0,0,0,0.069075
"Hu, Yansong","Hu, Yansong",,4,4,5,0.384216,0.421189,293.57811,1,0.005706,0.026284,0,0.000402,0,0,0,0,0.050174
"Huan, Tzung-Cheng","Huan, Tzung-Cheng",,5,5,5,0.372364,0.411285,132.338106,3,0.006664,0.030694,0,0.000428,0,0,0,0,0.057174
"Huang, Astrid Ya-Hui","Huang, Astrid Ya-Hui",,6,6,5,0.387996,0.425063,333.954225,0,0.006388,0.029425,0,0.000504,0,0,0,0,0.05667
"Huang, Ling Chu","Huang, Ling Chu",,6,6,5,0.39552,0.431192,254.662788,1,0.007666,0.03531,0,0.000504,0,0,0,0,0.066924
"Huang, Ming-Hui","Huang, Ming-Hui",,9,9,5,0.404998,0.439645,535.993803,5,0.008918,0.041075,0,0.000679,0,0,0,0,0.077898
"Huang, Pi-Yun","Huang, Pi-Yun",,2,2,5,0.380753,0.417625,50.559543,1,0.005438,0.025047,0,0.000254,0,0,0,0,0.047251
"Hull, Frank M","Hull, Frank M",,4,4,5,0.381983,0.419386,174.050219,1,0.005728,0.026383,0,0.000389,0,0,0,0,0.050257
"Hung, Chih-Young","Hung, Chih-Young",,3,3,5,0.388251,0.424218,91.029511,1,0.006123,0.028205,0,0.000312,0,0,0,0,0.053273
"Hung, Patrick","Hung, Patrick",,8,8,5,0.414071,0.445759,415.387658,1,0.010491,0.048324,0,0.00061,0,0,0,0,0.090957
"Hunter-Jones, Philippa","Hunter-Jones, Philippa",,6,6,5,0.367049,0.407072,157.855136,4,0.006951,0.032017,0,0.000486,0,0,0,0,0.059702
"Ikeda, M.","Ikeda, M.",,3,3,5,0.393677,0.428656,114.496994,1,0.006899,0.031778,0,0.000313,0,0,0,0,0.059601
"Ilic, Ana","Ilic, Ana",,3,3,5,0.354086,0.393942,40.266068,3,0.005846,0.026927,0,0.000307,0,0,0,0,0.049506
"Ishii, K.","Ishii, K.",,6,6,5,0.403066,0.437208,276.480209,3,0.007987,0.036789,0,0.000493,0,0,0,0,0.069832
"Islam, M. A.","Islam, M. A.",,3,3,5,0.393677,0.428656,114.496994,1,0.006899,0.031778,0,0.000313,0,0,0,0,0.059601
"Isomursu, Minna","Isomursu, Minna",,10,10,5,0.419058,0.450155,643.203306,6,0.009606,0.044246,0,0.000737,0,0,0,0,0.084872
"Iyer, B.","Iyer, B.",,2,2,5,0.343596,0.382516,17.329571,5,0.003646,0.016796,0,0.000249,0,0,0,0,0.031344
"Iyer, Gopalkrishnan R","Iyer, Gopalkrishnan R",,5,5,5,0.396581,0.431291,188.660012,1,0.007306,0.033654,0,0.000435,0,0,0,0,0.064327
"Jackson, Eric","Jackson, Eric",,4,4,5,0.369803,0.408805,105.466446,3,0.006059,0.02791,0,0.000369,0,0,0,0,0.051962
"Jacob, Frank","Jacob, Frank",,5,5,5,0.35451,0.395069,189.858479,3,0.006036,0.027802,0,0.000446,0,0,0,0,0.051566
"Jarvis, Cheryl Burke","Jarvis, Cheryl Burke",,4,4,5,0.382972,0.420231,163.826116,1,0.005659,0.026066,0,0.00039,0,0,0,0,0.049683
"Jeppesen, Lars B","Jeppesen, Lars B",,4,4,5,0.358159,0.397816,144.838513,0,0.004469,0.020587,0,0.000381,0,0,0,0,0.039536
"Jesus Nieto, Maria","Jesus Nieto, Maria",,4,4,5,0.389017,0.425204,140.823557,1,0.006157,0.028359,0,0.000378,0,0,0,0,0.054204
"Jimenez-Martinez, Julio","Jimenez-Martinez, Julio",,6,6,5,0.380019,0.418104,247.695466,5,0.007929,0.036523,0,0.00049,0,0,0,0,0.06855
"Jitpaiboon, Thawatchai","Jitpaiboon, Thawatchai",,4,4,5,0.382724,0.420217,160.933071,3,0.007467,0.034395,0,0.000371,0,0,0,0,0.06396
"Johannesson, P.","Johannesson, P.",,7,7,5,0.363441,0.403452,352.125988,6,0.004858,0.022374,0,0.000578,0,0,0,0,0.043722
"Johnson, Mikael","Johnson, Mikael",,10,10,5,0.383966,0.42319,812.409309,4,0.007018,0.032327,0,0.000795,0,0,0,0,0.062314
"Jones, J. D.","Jones, J. D.",,3,3,5,0.363218,0.402423,58.013095,3,0.005588,0.025737,0,0.000307,0,0,0,0,0.047708
"Juell-Skielse, E.","Juell-Skielse, E.",,7,7,5,0.363441,0.403452,352.125988,6,0.004858,0.022374,0,0.000578,0,0,0,0,0.043722
"Juell-Skielse, G.","Juell-Skielse, G.",,7,7,5,0.363441,0.403452,352.125988,6,0.004858,0.022374,0,0.000578,0,0,0,0,0.043722
"Juric, Biljana","Juric, Biljana",,3,3,5,0.354086,0.393942,40.266068,3,0.005846,0.026927,0,0.000307,0,0,0,0,0.049506
"Jäger, A.","Jäger, A.",,3,3,5,0.387488,0.423584,105.414651,1,0.005963,0.027468,0,0.000319,0,0,0,0,0.052348
"Kahle, H. N.","Kahle, H. N.",,5,5,5,0.354723,0.394689,158.465858,5,0.004317,0.019885,0,0.000447,0,0,0,0,0.038237
"Kankanhalli, Atreyi","Kankanhalli, Atreyi",,6,6,5,0.400068,0.434587,723.518721,1,0.00747,0.034409,0,0.000549,0,0,0,0,0.066036
"Karagiannis, Dimitris","Karagiannis, Dimitris",,11,11,5,0.397647,0.434545,585.065963,5,0.008495,0.03913,0,0.000801,0,0,0,0,0.075373
"Karjaluoto, H.","Karjaluoto, H.",,3,3,5,0.354086,0.393942,40.266068,3,0.005846,0.026927,0,0.000307,0,0,0,0,0.049506
"Kasabov, E.","Kasabov, E.",,3,3,5,0.344597,0.384122,58.866452,1,0.003624,0.016694,0,0.000311,0,0,0,0,0.031474
"Kawai, T.","Kawai, T.",,4,4,5,0.384465,0.421499,458.386201,1,0.005633,0.025946,0,0.000419,0,0,0,0,0.049617
"Kemppinen, J.","Kemppinen, J.",,4,4,5,0.37213,0.410623,107.183009,3,0.00614,0.028282,0,0.000368,0,0,0,0,0.052853
"Kenning, Peter","Kenning, Peter",,5,5,5,0.396581,0.431291,188.660012,1,0.007306,0.033654,0,0.000435,0,0,0,0,0.064327
"Kerr, Don","Kerr, Don",,4,4,5,0.38322,0.420442,110.109901,1,0.005951,0.027409,0,0.000375,0,0,0,0,0.05216
"Kerrigan, F.","Kerrigan, F.",,9,9,5,0.387996,0.425923,520.371284,5,0.008256,0.038026,0,0.000683,0,0,0,0,0.072806
"Kesidou, Effie","Kesidou, Effie",,2,2,5,0.35324,0.392054,29.877824,5,0.003978,0.018325,0,0.00025,0,0,0,0,0.034441
"Khan, A. M.","Khan, A. M.",,6,6,5,0.391852,0.428036,372.356475,1,0.00664,0.030586,0,0.000514,0,0,0,0,0.058983
"Kim, Dan J","Kim, Dan J",,4,4,5,0.365011,0.404072,198.013238,3,0.005339,0.024591,0,0.000389,0,0,0,0,0.046244
"Kim, H. G.","Kim, H. G.",,4,4,5,0.370498,0.409439,184.486125,5,0.005134,0.023649,0,0.000386,0,0,0,0,0.04503
"Kim, Kibae","Kim, Kibae",,6,6,5,0.362772,0.402367,304.37122,5,0.004867,0.022416,0,0.000512,0,0,0,0,0.043382
"Kim, Kyung Kyu","Kim, Kyung Kyu",,4,4,5,0.375914,0.413905,104.672233,5,0.005588,0.02574,0,0.000368,0,0,0,0,0.048508
"Kim, Sojung","Kim, Sojung",,5,5,5,0.396581,0.431586,191.147282,1,0.007373,0.033961,0,0.000435,0,0,0,0,0.064283
"Kim, Young Hoon","Kim, Young Hoon",,4,4,5,0.365011,0.404072,198.013238,3,0.005339,0.024591,0,0.000389,0,0,0,0,0.046244
"Kinder, Tony","Kinder, Tony",,4,4,5,0.390816,0.426585,242.429053,1,0.006317,0.029099,0,0.000384,0,0,0,0,0.055665
"Kindstrom, Daniel","Kindstrom, Daniel",,3,3,5,0.387488,0.423584,105.414651,1,0.005963,0.027468,0,0.000319,0,0,0,0,0.052348
"Kiumarsi, S.","Kiumarsi, S.",,2,2,5,0.380753,0.417625,50.559543,1,0.005438,0.025047,0,0.000254,0,0,0,0,0.047251
"Kiviniemi, A.","Kiviniemi, A.",,7,7,5,0.374249,0.414074,269.067786,3,0.006061,0.027918,0,0.00056,0,0,0,0,0.053666
"Kiviniemi, V.","Kiviniemi, V.",,3,3,5,0.389017,0.424655,105.124464,1,0.006359,0.02929,0,0.000316,0,0,0,0,0.055786
"Kleinaltenkamp, Michael","Kleinaltenkamp, Michael",,8,8,5,0.38149,0.420372,265.948671,3,0.00912,0.042006,0,0.000604,0,0,0,0,0.078216
"Koelling, Marcus","Koelling, Marcus",,7,7,5,0.41611,0.446788,447.54103,1,0.008556,0.039408,0,0.000564,0,0,0,0,0.07595
"Koritos, Christos D","Koritos, Christos D",,7,7,5,0.425081,0.45293,472.994498,5,0.010336,0.047608,0,0.000558,0,0,0,0,0.090923
"Krcmar, Helmut","Krcmar, Helmut",,5,5,5,0.358376,0.39838,145.130471,5,0.004272,0.019679,0,0.000439,0,0,0,0,0.038124
"Krumwiede, Dennis","Krumwiede, Dennis",,3,3,5,0.380998,0.418188,65.96444,1,0.005838,0.026889,0,0.000315,0,0,0,0,0.050852
"Ku, Cheng-Yuan","Ku, Cheng-Yuan",,10,10,5,0.40639,0.440857,603.768046,5,0.007645,0.035215,0,0.00075,0,0,0,0,0.069159
"Kuester, Sabine","Kuester, Sabine",,4,4,5,0.398182,0.432601,175.520506,1,0.007248,0.033387,0,0.000378,0,0,0,0,0.063265
"Kuusik, Andres","Kuusik, Andres",,4,4,5,0.347839,0.387757,183.509406,1,0.00351,0.016167,0,0.000393,0,0,0,0,0.03125
"Kyoya, Y.","Kyoya, Y.",,6,6,5,0.403066,0.437208,276.480209,3,0.007987,0.036789,0,0.000493,0,0,0,0,0.069832
"Lages, Luis Filipe","Lages, Luis Filipe",,7,7,5,0.410621,0.442871,453.914221,1,0.008159,0.03758,0,0.000579,0,0,0,0,0.072383
"Lai, Jung-Yu","Lai, Jung-Yu",,6,6,5,0.391074,0.427402,254.198639,3,0.008075,0.037192,0,0.00049,0,0,0,0,0.069713
"Lai, Kee-hung","Lai, Kee-hung",,6,6,5,0.405554,0.438617,380.950927,1,0.007828,0.036057,0,0.000519,0,0,0,0,0.068985
"Laine, E.","Laine, E.",,7,7,5,0.374249,0.414074,269.067786,3,0.006061,0.027918,0,0.00056,0,0,0,0,0.053666
"Lambert, D. M.","Lambert, D. M.",,5,5,5,0.367049,0.406819,129.74849,3,0.006877,0.031675,0,0.000426,0,0,0,0,0.058878
"Lanestedt, Gjermund","Lanestedt, Gjermund",,9,9,5,0.415817,0.447182,471.381194,1,0.009223,0.042481,0,0.000677,0,0,0,0,0.081864
"Laukkanen, T.","Laukkanen, T.",,3,3,5,0.389017,0.424655,105.124464,1,0.006359,0.02929,0,0.000316,0,0,0,0,0.055786
"Lee, B. C. Y.","Lee, B. C. Y.",,6,6,5,0.392632,0.428473,1480.740376,5,0.007015,0.032312,0,0.00064,0,0,0,0,0.062065
"Lee, Changyong","Lee, Changyong",,6,6,5,0.370963,0.410566,284.758242,1,0.005054,0.023278,0,0.000506,0,0,0,0,0.045554
"Lee, Hakyeon","Lee, Hakyeon",,6,6,5,0.370963,0.410566,284.758242,1,0.005054,0.023278,0,0.000506,0,0,0,0,0.045554
"Lee, Hyejung","Lee, Hyejung",,8,8,5,0.371429,0.411496,415.302599,3,0.005619,0.025883,0,0.000628,0,0,0,0,0.049933
"Lee, Hyunju","Lee, Hyunju",,6,6,5,0.370963,0.410566,284.758242,1,0.005054,0.023278,0,0.000506,0,0,0,0,0.045554
"Lee, Jae-Nam","Lee, Jae-Nam",,5,5,5,0.391333,0.427557,448.25613,2,0.006014,0.027703,0,0.000466,0,0,0,0,0.053453
"Lee, Jaegul","Lee, Jaegul",,4,4,5,0.348454,0.388292,106.752035,5,0.003712,0.017097,0,0.00038,0,0,0,0,0.032876
"Lee, Min Kyung","Lee, Min Kyung",,7,7,5,0.363218,0.403832,159.856913,1,0.005634,0.025953,0,0.000548,0,0,0,0,0.049032
"Lee, Wen-Yee","Lee, Wen-Yee",,3,3,5,0.388251,0.424218,91.029511,1,0.006123,0.028205,0,0.000312,0,0,0,0,0.053273
"Lempinen, Heikki","Lempinen, Heikki",,8,8,5,0.397113,0.433263,458.65842,3,0.008228,0.037898,0,0.000625,0,0,0,0,0.071568
"Lenka, Sambit","Lenka, Sambit",,8,8,5,0.409201,0.442364,890.359984,3,0.008845,0.040742,0,0.000666,0,0,0,0,0.077497
"Leonardi, Paul M.","Leonardi, Paul M.",,4,4,5,0.380508,0.417822,220.071813,5,0.005656,0.026051,0,0.000393,0,0,0,0,0.049701
"Lewis, Mark O","Lewis, Mark O",,6,6,5,0.37354,0.412891,250.055683,5,0.005521,0.025428,0,0.000508,0,0,0,0,0.048926
"Liao, Chien Hsiang","Liao, Chien Hsiang",,6,6,5,0.391333,0.427811,196.741658,0,0.006461,0.029762,0,0.000495,0,0,0,0,0.057167
"Liao, Shuling","Liao, Shuling",,6,6,5,0.370266,0.409439,151.17074,1,0.005693,0.026223,0,0.000493,0,0,0,0,0.050085
"Liao, Wen-Hsuan","Liao, Wen-Hsuan",,5,5,5,0.404998,0.43794,213.261685,1,0.007863,0.036216,0,0.000437,0,0,0,0,0.069017
"Lievens, Annouk","Lievens, Annouk",,6,6,5,0.39605,0.431615,296.661667,1,0.007635,0.035167,0,0.000507,0,0,0,0,0.066762
"Lim, K. H.","Lim, K. H.",,4,4,5,0.368192,0.407326,351.5758,0,0.005096,0.023471,0,0.000418,0,0,0,0,0.044454
"Lim, Ming K","Lim, Ming K",,4,4,5,0.388251,0.424669,139.632054,1,0.006048,0.027856,0,0.000381,0,0,0,0,0.053504
"Lin, Hong-Nan","Lin, Hong-Nan",,7,7,5,0.383966,0.42233,285.929598,0,0.007023,0.03235,0,0.000559,0,0,0,0,0.061255
"Lin, Jwu-Rong","Lin, Jwu-Rong",,4,4,5,0.386475,0.42319,119.100947,1,0.00618,0.028466,0,0.000378,0,0,0,0,0.05439
"Lin, Shang-Ping","Lin, Shang-Ping",,2,2,5,0.380753,0.417625,50.559543,1,0.005438,0.025047,0,0.000254,0,0,0,0,0.047251
"Lin, Sheng-Chih","Lin, Sheng-Chih",,8,8,5,0.417579,0.448394,640.768963,4,0.008507,0.039185,0,0.000635,0,0,0,0,0.075417
"Lin, Yong","Lin, Yong",,7,7,5,0.35751,0.398042,175.748902,5,0.005359,0.024685,0,0.000552,0,0,0,0,0.046916
"Little, E.","Little, E.",,8,8,5,0.375675,0.415201,281.901392,1,0.007661,0.035286,0,0.000611,0,0,0,0,0.066186
"Liu, Ren-Jye","Liu, Ren-Jye",,6,6,5,0.367277,0.407185,287.507182,3,0.005675,0.026139,0,0.000503,0,0,0,0,0.049985
"Lofberg, Nina","Lofberg, Nina",,5,5,5,0.393154,0.429036,184.698582,1,0.006501,0.029946,0,0.000437,0,0,0,0,0.057321
"Loukis, E.","Loukis, E.",,5,5,5,0.381983,0.419541,385.597572,0,0.005634,0.025952,0,0.000465,0,0,0,0,0.04998
"Love, James H","Love, James H",,3,3,5,0.384966,0.421274,112.838524,1,0.005599,0.025788,0,0.000321,0,0,0,0,0.049132
"Lu, T.","Lu, T.",,5,5,5,0.384715,0.422063,136.980655,1,0.006233,0.028711,0,0.000434,0,0,0,0,0.054598
Luo Junwei,Luo Junwei,,5,5,5,0.364336,0.404184,122.273858,3,0.006063,0.027929,0,0.000431,0,0,0,0,0.052136
"Lyons, M. H.","Lyons, M. H.",,7,7,5,0.381736,0.420428,570.819345,3,0.007927,0.036514,0,0.000565,0,0,0,0,0.068655
"Lyu, C.","Lyu, C.",,5,5,5,0.364336,0.404184,122.273858,3,0.006063,0.027929,0,0.000431,0,0,0,0,0.052136
"Löbler, H.","Löbler, H.",,5,5,5,0.35451,0.395069,100.639774,3,0.006175,0.028443,0,0.00043,0,0,0,0,0.052577
"Löfberg, N.","Löfberg, N.",,5,5,5,0.393154,0.429036,184.698582,1,0.006501,0.029946,0,0.000437,0,0,0,0,0.057321
"Lüthje, C.","Lüthje, C.",,5,5,5,0.398988,0.433192,244.071338,1,0.007131,0.032845,0,0.000441,0,0,0,0,0.063374
"Mahr, Dominik","Mahr, Dominik",,6,6,5,0.39605,0.431615,296.661667,1,0.007635,0.035167,0,0.000507,0,0,0,0,0.066762
"Maniatopoulos, Gregory","Maniatopoulos, Gregory",,5,5,5,0.365236,0.404536,123.388789,4,0.004713,0.021707,0,0.00043,0,0,0,0,0.041919
"Marandi, Ebi","Marandi, Ebi",,8,8,5,0.375675,0.415201,281.901392,1,0.007661,0.035286,0,0.000611,0,0,0,0,0.066186
"Martin, Mike","Martin, Mike",,5,5,5,0.365236,0.404536,123.388789,4,0.004713,0.021707,0,0.00043,0,0,0,0,0.041919
"Martin, Patrick","Martin, Patrick",,13,13,5,0.403341,0.439983,848.628528,3,0.010962,0.05049,0,0.00093,0,0,0,0,0.095443
"Matei, Sorin","Matei, Sorin",,7,7,5,0.385217,0.42319,379.92557,6,0.006418,0.029561,0,0.000566,0,0,0,0,0.056977
"Mattelmaki, Tuuli","Mattelmaki, Tuuli",,7,7,5,0.405276,0.439152,289.732771,3,0.008896,0.040976,0,0.000547,0,0,0,0,0.077072
"Mattsson, Jan","Mattsson, Jan",,4,4,5,0.343396,0.383305,350.481224,1,0.003453,0.015906,0,0.000439,0,0,0,0,0.030485
"McCole, Patrick","McCole, Patrick",,7,7,5,0.388761,0.426345,327.528551,1,0.008249,0.037998,0,0.000563,0,0,0,0,0.071524
"McHugh, Patricia","McHugh, Patricia",,8,8,5,0.38149,0.420372,265.948671,3,0.00912,0.042006,0,0.000604,0,0,0,0,0.078216
"McKechnie, Sally","McKechnie, Sally",,3,3,5,0.348659,0.388447,168.704386,1,0.00454,0.020914,0,0.000343,0,0,0,0,0.038699
"McLoughlin, Damien","McLoughlin, Damien",,4,4,5,0.384216,0.421189,293.57811,1,0.005706,0.026284,0,0.000402,0,0,0,0,0.050174
"McLoughlin, Ian","McLoughlin, Ian",,5,5,5,0.365236,0.404536,123.388789,4,0.004713,0.021707,0,0.00043,0,0,0,0,0.041919
"Meijerink, Jeroen","Meijerink, Jeroen",,8,8,5,0.371896,0.412017,227.572981,5,0.00673,0.030998,0,0.000608,0,0,0,0,0.058692
"Melton, Horace","Melton, Horace",,8,8,5,0.404998,0.439293,432.393643,1,0.009433,0.043449,0,0.00062,0,0,0,0,0.082087
"Menendez-Benito, H D","Menendez-Benito, H D",,6,6,5,0.364561,0.404452,155.638291,3,0.006356,0.029278,0,0.000489,0,0,0,0,0.055004
"Menéndez-Benito, H. D.","Menéndez-Benito, H. D.",,6,6,5,0.364561,0.404452,155.638291,3,0.006356,0.029278,0,0.000489,0,0,0,0,0.055004
"Mercado, Cecilia","Mercado, Cecilia",,6,6,5,0.396581,0.432234,351.691167,3,0.007957,0.036651,0,0.000498,0,0,0,0,0.06907
"Miceli, Lucia","Miceli, Lucia",,7,7,5,0.367505,0.40765,175.555968,1,0.006744,0.031062,0,0.000545,0,0,0,0,0.058097
"Miller, H. G.","Miller, H. G.",,6,6,5,0.385971,0.423274,305.305371,5,0.006865,0.031622,0,0.000502,0,0,0,0,0.060353
"Min, Choo Zhi","Min, Choo Zhi",,5,5,5,0.376392,0.415075,151.19047,3,0.008376,0.038583,0,0.000426,0,0,0,0,0.071307
"Minton, G.","Minton, G.",,8,8,5,0.3903,0.427275,682.979087,5,0.006375,0.029364,0,0.000664,0,0,0,0,0.057311
"Miyazaki, Kumiko","Miyazaki, Kumiko",,6,6,5,0.351143,0.391448,386.051014,1,0.004046,0.018637,0,0.000542,0,0,0,0,0.03625
"Moeller, Miriam","Moeller, Miriam",,6,6,5,0.382229,0.420203,204.386226,1,0.006957,0.032043,0,0.000493,0,0,0,0,0.060485
"Mohd Isa, S.","Mohd Isa, S.",,2,2,5,0.380753,0.417625,50.559543,1,0.005438,0.025047,0,0.000254,0,0,0,0,0.047251
"Morgan, Felicia N","Morgan, Felicia N",,4,4,5,0.383717,0.420865,102.166467,1,0.005966,0.027478,0,0.000372,0,0,0,0,0.052153
"Morgan, Tyler R","Morgan, Tyler R",,4,4,5,0.384966,0.421922,179.954865,3,0.006648,0.030623,0,0.000374,0,0,0,0,0.057608
"Mueller, Benjamin","Mueller, Benjamin",,6,6,5,0.385971,0.423471,214.754112,5,0.007035,0.032405,0,0.00049,0,0,0,0,0.061448
"Multisilta, J.","Multisilta, J.",,5,5,5,0.410907,0.442378,233.00651,1,0.008121,0.037406,0,0.000431,0,0,0,0,0.070852
"Myllärniemi, V.","Myllärniemi, V.",,4,4,5,0.357294,0.39707,75.885816,3,0.005315,0.024481,0,0.000368,0,0,0,0,0.045653
Service innovation,Service innovation,,464,602,4,0.475291,0.614398,170968.965581,1,0.407747,0.088522,0,0.03578,0,0,0,0,0.804753
"Yoo, Youngjin","Yoo, Youngjin",,21,33,5,0.425387,0.458171,3697.349948,5,0.010922,0.050309,0,0.001531,0,0,0,0,0.100834
"Gallouj, Faiz","Gallouj, Faiz",,13,19,5,0.368192,0.4102,2386.107444,2,0.005178,0.023852,0,0.001106,0,0,0,0,0.051236
"Bouwman, Harry","Bouwman, Harry",,13,19,5,0.375914,0.416977,967.113366,0,0.005918,0.02726,0,0.000962,0,0,0,0,0.055699
